iteration,mean_score,best_score_so_far,epsilon_inf,target_db,l2_norm,linf_norm,drums,bass,vocals,other
0,14.419783246800979,inf,0.002,-35.0,1.0379675627626317,0.0016527622627477154,15.841439816269105,14.562880983742444,16.676162004454746,10.59865018273762
1,14.472920620948763,14.419783246800979,0.002,-35.0,1.0379675627626317,0.0016531607208497246,15.767144878570562,14.682333819220046,16.673884412492068,10.768319373512368
2,14.444203227396343,14.419783246800979,0.002,-35.0,1.0379675627626315,0.0016530119672192318,15.73136522459089,14.742760497534086,16.677029581527062,10.625657605933338
3,14.316474829097489,14.419783246800979,0.002,-35.0,1.0379675627626315,0.001653204956321147,15.798576908932578,14.51939228355269,16.429475707447892,10.5184544164568
4,14.457805125711104,14.316474829097489,0.002,-35.0,1.0379675627626315,0.0016532481300825812,15.837961689397588,14.897926444834644,16.39375774557038,10.701574623041807
5,14.44519194748636,14.316474829097489,0.002,-35.0,1.0379675627626315,0.0016530434442242707,15.762755410738812,14.882363576647949,16.571554646084774,10.564094156473914
6,14.531469899788794,14.316474829097489,0.002,-35.0,1.037967562762631,0.0016536692156774878,15.844428251721798,14.863296718825433,16.656561182768243,10.761593445839702
7,14.380629177278623,14.316474829097489,0.002,-35.0,1.0379675627626312,0.001653374577761619,15.7163237365662,14.531984032391131,16.61349586540255,10.660713074754604
8,14.333541982827267,14.316474829097489,0.002,-35.0,1.0379675627626317,0.001652779047418771,15.69997805072985,14.465284343311401,16.525387332501822,10.643518204766
9,14.372796223398176,14.316474829097489,0.002,-35.0,1.0379675627626317,0.001652821902029142,15.885123645435385,14.483062513690069,16.533342980340336,10.589655754126905
10,14.440464951889263,14.316474829097489,0.002,-35.0,1.0379675627626317,0.0016530633284423722,15.89557614509307,14.569824054385435,16.649464659263717,10.646994948814829
11,14.472468293614481,14.316474829097489,0.002,-35.0,1.0379675627626315,0.0016531089201919026,15.878746606795952,14.853225159520928,16.493570974981356,10.664330433159682
12,14.498429271311593,14.316474829097489,0.002,-35.0,1.0379675627626315,0.001652822547286036,15.823954389796866,14.855144370472814,16.695772862659354,10.61884546231734
13,14.451761415328113,14.316474829097489,0.002,-35.0,1.0379675627626326,0.0016524371092474601,15.949835715030835,14.851115282902562,16.40148008491077,10.604614578468277
14,14.462114324167057,14.316474829097489,0.002,-35.0,1.0379675627626315,0.0016530986344497696,15.912565883837537,14.750218952635095,16.409524671255603,10.776147788939992
15,14.460438127840296,14.316474829097489,0.002,-35.0,1.0379675627626308,0.0016533342809023559,15.663421095344772,14.759888446090976,16.6760421032905,10.742400866634938
16,14.402284748756902,14.316474829097489,0.002,-35.0,1.037967562762632,0.0016527112146431397,15.890424870795343,14.540492677959131,16.660634913749725,10.517586532523408
17,14.42820371301675,14.316474829097489,0.002,-35.0,1.0379675627626317,0.0016534774084128903,15.725747947736178,14.60586629284758,16.60034153034636,10.78085908113688
18,14.341084563151965,14.316474829097489,0.002,-35.0,1.0379675627626317,0.0016535242857292378,15.825958542978114,14.432175468411254,16.499521153123595,10.606683088094897
19,14.48644606342225,14.316474829097489,0.002,-35.0,1.037967562762632,0.001653470325969038,15.760521370430865,14.89311007006116,16.65255681344466,10.639595999752313
20,14.396128712618015,14.316474829097489,0.002,-35.0,1.0379675627626324,0.0016525769687249726,15.76812455620966,14.476579553685825,16.717282772384827,10.622527968191745
21,14.379046313147217,14.316474829097489,0.002,-35.0,1.0379675627626312,0.0016536910222440485,15.926652021765184,14.52067341286561,16.495746411981568,10.573113405976507
22,14.414948454290453,14.316474829097489,0.002,-35.0,1.0379675627626312,0.0016522684295427407,15.776236214773066,14.701058088959352,16.58581200503939,10.596687508390005
23,14.300909574667399,14.316474829097489,0.002,-35.0,1.0379675627626312,0.0016535440357712788,15.791565432663418,14.318752928181299,16.478333452881042,10.614986484943834
24,14.43563673906599,14.300909574667399,0.002,-35.0,1.0379675627626315,0.0016529983928727616,15.844499058202597,14.717684028401004,16.57664782698371,10.603716042676647
25,14.398907200141151,14.300909574667399,0.002,-35.0,1.0379675627626315,0.0016525087929174888,15.936622687637772,14.61229463051583,16.52224881688886,10.524462665522144
26,14.421095182481457,14.300909574667399,0.002,-35.0,1.0379675627626321,0.0016532645512630285,15.838372545314112,14.844013170250939,16.400419810631423,10.601575203729352
27,14.419129276274543,14.300909574667399,0.002,-35.0,1.0379675627626317,0.0016526252755391377,15.902969553775842,14.760426675411939,16.44560375024545,10.567517125664933
28,14.32087005883658,14.300909574667399,0.002,-35.0,1.037967562762632,0.0016523393676710011,15.723438162215519,14.300431478305383,16.74465120709499,10.514959387730432
29,14.299690325624326,14.300909574667399,0.002,-35.0,1.0379675627626312,0.001653366894871371,15.696617585229326,14.399501221605474,16.625663014924736,10.476979480737768
30,14.400481796580785,14.299690325624326,0.002,-35.0,1.037967562762631,0.00165296383831545,15.905189918797205,14.542297871153675,16.60512519449089,10.549314201881376
31,14.418590385396264,14.299690325624326,0.002,-35.0,1.0379675627626321,0.0016526925641453824,15.72086604566288,14.899112188769084,16.550790481411475,10.503592825741624
32,14.322412732032092,14.299690325624326,0.002,-35.0,1.0379675627626317,0.0016525979621436907,15.726710873587164,14.468559475237335,16.62328206220953,10.471098517094335
33,14.375165118635161,14.299690325624326,0.002,-35.0,1.0379675627626312,0.0016526779519232427,15.635428510090554,14.74078913704486,16.58969724738383,10.534745580021402
34,14.510420186457313,14.299690325624326,0.002,-35.0,1.0379675627626317,0.0016531542656666284,15.833946301900644,14.817355873602773,16.659251241619966,10.731127328705865
35,14.46065927082142,14.299690325624326,0.002,-35.0,1.0379675627626321,0.0016528976567321218,15.744360551797312,14.818738402992974,16.739314961386615,10.540223167108778
36,14.423285999895194,14.299690325624326,0.002,-35.0,1.0379675627626315,0.0016531130432679774,15.760768588149256,14.708426347955626,16.640562432219774,10.583386631256117
37,14.379221841687155,14.299690325624326,0.002,-35.0,1.037967562762632,0.0016535428036484467,15.787914372119479,14.600100095809314,16.50695814326765,10.621914755552186
38,14.442795311799037,14.299690325624326,0.002,-35.0,1.0379675627626317,0.0016531699858721583,15.828530188205455,14.77162081348147,16.55251423202222,10.618516013487005
39,14.353299383769514,14.299690325624326,0.002,-35.0,1.0379675627626315,0.0016524943391503792,15.777864586912548,14.433421929496346,16.65598993594558,10.545921082723583
40,14.411854544764635,14.299690325624326,0.002,-35.0,1.037967562762632,0.0016531978259777223,15.80339390717347,14.437479674599047,16.72327361861008,10.683270978675942
41,14.449513498435754,14.299690325624326,0.002,-35.0,1.0379675627626317,0.0016532718662219345,15.733321867981914,14.806847678049406,16.68440238880436,10.573482058907336
42,14.45250934194446,14.299690325624326,0.002,-35.0,1.0379675627626312,0.0016527533105669462,15.780207885618614,14.727436094334443,16.696928355045078,10.605465032779708
43,14.302650174854604,14.299690325624326,0.002,-35.0,1.0379675627626315,0.0016531131377492609,15.790329504845523,14.521898483727455,16.405657000447896,10.492715710397539
44,14.438836357337191,14.299690325624326,0.002,-35.0,1.0379675627626324,0.0016535716293200184,15.628716125720608,14.887098270025204,16.62874440242239,10.610786631180561
45,14.467039887358284,14.299690325624326,0.002,-35.0,1.0379675627626317,0.0016526776117861926,15.824573027806217,14.810468923711692,16.568990830331824,10.664126767583406
46,14.277085834457582,14.299690325624326,0.002,-35.0,1.0379675627626324,0.0016528165974781938,15.717982115218328,14.546790600458834,16.290352092952908,10.553218529200258
47,14.33511485504426,14.277085834457582,0.002,-35.0,1.0379675627626312,0.0016528177260742376,15.929167986579433,14.561658058164742,16.49453344959027,10.355099925842596
48,14.319613663550157,14.277085834457582,0.002,-35.0,1.0379675627626315,0.0016535066055596034,15.66508595672024,14.505933861140822,16.487149008641545,10.620285827698028
