iteration,mean_score,best_score_so_far,epsilon_inf,target_db,l2_norm,linf_norm,drums,bass,vocals,other
45,14.39488157601851,14.269755353937772,0.002,-40,0.5836920547485348,0.000929574598573964,15.725544903513986,14.68526609036581,16.43979047036194,10.7289248398323
46,14.491434077376883,14.269755353937772,0.002,-40,0.583692054748535,0.0009293330748888607,15.851006595830508,14.878280519909078,16.636249593513675,10.60019960025427
47,14.37703598855085,14.269755353937772,0.002,-40,0.5836920547485351,0.000929638783406964,15.838746159115631,14.391660284452422,16.75217816214778,10.525559348487567
48,14.486771300387852,14.269755353937772,0.002,-40,0.5836920547485352,0.0009295535952788452,15.64564682659741,14.89732245989697,16.7680187292303,10.636097185826733
49,14.390132601318378,14.269755353937772,0.002,-40,0.583692054748535,0.0009293649919175938,15.755759553728236,14.505628179627726,16.7055475841737,10.593595087743847
50,14.417583992248904,14.269755353937772,0.002,-40,0.5836920547485351,0.0009296469998178608,15.84364678865174,14.53190954718561,16.61833990704613,10.676439726112136
51,14.439654842582653,14.269755353937772,0.002,-40,0.5836920547485349,0.0009295007307249342,15.781745521979913,14.784103670587319,16.527253422262753,10.665516755500628
52,14.379720743639965,14.269755353937772,0.002,-40,0.583692054748535,0.000929367980298211,15.748083492674716,14.522101884694155,16.65840365332888,10.590293943862104
53,14.438204239407067,14.269755353937772,0.002,-40,0.5836920547485349,0.0009297812288185205,15.69232360984953,14.79549051555132,16.622315054548046,10.64268777767937
54,14.441555746334192,14.269755353937772,0.002,-40,0.5836920547485354,0.0009291739069689416,15.784531991022869,14.650045255479853,16.60477739952942,10.726868339304627
55,14.419781609555194,14.269755353937772,0.002,-40,0.5836920547485349,0.0009293878396625217,15.801340969514719,14.677693871382465,16.553071402036455,10.64702019528714
56,14.316065803335952,14.269755353937772,0.002,-40,0.5836920547485354,0.0009293400070748765,15.707283999210606,14.508497703486205,16.466514008800452,10.581967501846547
57,14.437304995678875,14.269755353937772,0.002,-40,0.583692054748535,0.000929823746998703,15.73386370008804,14.804840345375172,16.686948727958516,10.52356720929377
58,14.380313795136392,14.269755353937772,0.002,-40,0.5836920547485352,0.0009294811788495027,15.868657722636124,14.336208647262623,16.702323006954096,10.614065803692727
59,14.418875530016134,14.269755353937772,0.002,-40,0.5836920547485349,0.0009295467395823378,15.917955516545561,14.607136668654258,16.571965815682194,10.578444119182517
60,14.449105090010796,14.269755353937772,0.002,-40,0.5836920547485351,0.000929409427556129,15.729183584318942,14.82997823808767,16.63830361564583,10.59895492199074
61,14.47954076204983,14.269755353937772,0.002,-40,0.5836920547485354,0.0009296153842473995,15.805503721478322,14.710950214220723,16.700294562564174,10.701414549936098
62,14.415300955485367,14.269755353937772,0.002,-40,0.5836920547485352,0.0009298381410356312,15.791567853363363,14.550553546615795,16.686646601994592,10.632435819967721
63,14.454167025670493,14.269755353937772,0.002,-40,0.583692054748535,0.0009297130532448558,15.90796655259414,14.803735005739636,16.59014493055792,10.514821613790273
64,14.445150369090694,14.269755353937772,0.002,-40,0.5836920547485351,0.0009298486404104861,15.85018911808416,14.68043010467742,16.55415809404552,10.695824159555677
65,14.474278959338982,14.269755353937772,0.002,-40,0.5836920547485351,0.0009297614256129694,15.813175220314546,14.797112277366418,16.623505862570006,10.663322477104952
66,14.358830897688978,14.269755353937772,0.002,-40,0.583692054748535,0.0009297601223483751,15.81430842345992,14.567286754869222,16.51043162317614,10.54329678925063
67,14.410663018878832,14.269755353937772,0.002,-40,0.583692054748535,0.0009293863759543896,15.755560211403935,14.664664488683337,16.636070820991588,10.586356554436463
68,14.43352766060181,14.269755353937772,0.002,-40,0.5836920547485347,0.000929283242529039,15.733643880255304,14.741316593335496,16.63578142305753,10.623368745758912
69,14.407811953712363,14.269755353937772,0.002,-40,0.583692054748535,0.0009297640471702135,15.938032659212661,14.481971164674363,16.70193505090028,10.509308940062146
70,14.463419972744664,14.269755353937772,0.002,-40,0.583692054748535,0.0009297732464444841,15.960350768852074,14.656387994156884,16.588568615324156,10.64837251264554
71,14.4353627131094,14.269755353937772,0.002,-40,0.5836920547485352,0.0009297592841253603,15.796371778911551,14.626521319015984,16.59711509612545,10.721442658384618
72,14.411821574977548,14.269755353937772,0.002,-40,0.5836920547485352,0.0009292782219727561,15.666956189543994,14.623170942184235,16.618724766858705,10.73843440132326
73,14.48888904089254,14.269755353937772,0.002,-40,0.5836920547485354,0.0009292800120113241,15.823673225328445,14.810646232349223,16.72718352474384,10.594053181148645
74,14.37833304656804,14.269755353937772,0.002,-40,0.5836920547485356,0.000929530706519339,15.705776078166569,14.58795427540169,16.56646082631779,10.653141006386116
75,14.538067758571227,14.269755353937772,0.002,-40,0.5836920547485351,0.0009297750977391158,15.64765116987179,14.900253450955777,16.785109132943898,10.819257280513442
76,14.479736085625563,14.269755353937772,0.002,-40,0.583692054748535,0.0009296905229497695,15.779001123801375,14.675846406046558,16.690628334697827,10.773468477956492
77,14.432056994527747,14.269755353937772,0.002,-40,0.583692054748535,0.0009290810756588107,15.645584332164052,14.887647320682358,16.577821146876055,10.617175178388523
78,14.441472013812318,14.269755353937772,0.002,-40,0.5836920547485345,0.0009296249390042141,15.838912189981011,14.682340909228927,16.606924443593737,10.637710512445603
79,14.429073541419868,14.269755353937772,0.002,-40,0.5836920547485349,0.0009299014669572369,15.741294301894381,14.678218296960472,16.55430166328152,10.742479903543103
80,14.412175432624572,14.269755353937772,0.002,-40,0.5836920547485347,0.0009300398585092151,15.78672251395416,14.785182165060291,16.57875578213953,10.498041269344306
81,14.468274062632108,14.269755353937772,0.002,-40,0.583692054748535,0.0009293764416468186,15.97635436544096,14.704816185937418,16.55992879512475,10.631996904025302
82,14.492407147137797,14.269755353937772,0.002,-40,0.583692054748535,0.0009300805251180557,15.845482111551627,14.725000996195787,16.719988667452697,10.679156813351076
83,14.400186755853683,14.269755353937772,0.002,-40,0.583692054748535,0.0009296560954398325,15.773266726314034,14.55157423716281,16.654720395440066,10.621185664497824
84,14.416813862215864,14.269755353937772,0.002,-40,0.5836920547485351,0.0009295652558407506,15.731292021957923,14.74618984652717,16.541310508989596,10.648463071388772
85,14.448652089775557,14.269755353937772,0.002,-40,0.5836920547485356,0.0009297732070754263,15.925588370003457,14.528708515461041,16.64781385642272,10.692497617215011
86,14.577926002401046,14.269755353937772,0.002,-40,0.5836920547485354,0.0009291411388257064,15.962095367483697,15.001138100905028,16.688628526479505,10.659842014735954
87,14.450002375703836,14.269755353937772,0.002,-40,0.5836920547485347,0.0009300620213892629,15.821393926882212,14.66640371424371,16.579279614284257,10.732932247405161
88,14.500650247927073,14.269755353937772,0.002,-40,0.5836920547485354,0.0009299492205067023,15.90247345727712,14.859623393497028,16.63555558863683,10.604948552297316
89,14.426180710794839,14.269755353937772,0.002,-40,0.5836920547485355,0.0009296763850442285,15.756815624541504,14.83497300953034,16.647541328831828,10.465392880275676
90,14.426124085988196,14.269755353937772,0.002,-40,0.5836920547485351,0.0009295613914922621,15.811073179528817,14.747501050377027,16.51321446146725,10.632707652579692
91,14.303800843495672,14.269755353937772,0.002,-40,0.5836920547485349,0.0009294953768213764,15.776247759056584,14.44559635970558,16.413131083241502,10.580228171979021
92,14.327136525067177,14.269755353937772,0.002,-40,0.5836920547485349,0.0009296405874357331,15.838655162651722,14.533794851137124,16.35330561750163,10.58279046897823
93,14.395360661502568,14.269755353937772,0.002,-40,0.5836920547485348,0.0009290387458096415,15.882136593166564,14.300883144721853,16.63174959404656,10.766673314075295
94,14.507261950665061,14.269755353937772,0.002,-40,0.5836920547485354,0.0009294977072003802,15.92787178205967,14.59983186305681,16.69828247848789,10.803061679055869
95,14.444983923258551,14.269755353937772,0.002,-40,0.5836920547485351,0.0009292292321548063,15.908501718409337,14.66395914140297,16.590027747566786,10.617447085655117
96,14.47837731575474,14.269755353937772,0.002,-40,0.5836920547485348,0.0009293245121140318,16.000658755763915,14.544795521286723,16.633560230309364,10.734494755658957
97,14.413870592530373,14.269755353937772,0.002,-40,0.5836920547485351,0.0009293953141408784,15.827692253950685,14.661648347354719,16.611125565275962,10.555016203540118
98,14.41428283548951,14.269755353937772,0.002,-40,0.5836920547485354,0.0009295216532383292,15.648317998484899,14.734891104209991,16.599634480519832,10.67428775874332
99,14.395160172467207,14.269755353937772,0.002,-40,0.5836920547485349,0.0009298676575025273,15.792186464895531,14.565461776876855,16.649436509612322,10.573555938484118
100,14.454212363164041,14.269755353937772,0.002,-40,0.583692054748535,0.00092976553662313,15.847742449748603,14.744188319963287,16.603692698514973,10.6212259844293
101,14.366092970227,14.269755353937772,0.002,-40,0.5836920547485348,0.0009298560549359545,15.710188668681718,14.720749955785159,16.403747526077037,10.629685730364079
102,14.449983432513118,14.269755353937772,0.002,-40,0.5836920547485348,0.0009298014616817954,15.696773921275524,14.846345547473325,16.70313879699041,10.55367546431322
103,14.466169339663159,14.269755353937772,0.002,-40,0.5836920547485354,0.0009295576621948947,15.85288721475496,14.6181877431112,16.543150681037865,10.850451719748614
104,14.473196073796997,14.269755353937772,0.002,-40,0.583692054748535,0.0009293025350591385,15.897540810341916,14.807068210032044,16.622005249816688,10.566170024997339
105,14.515258725695606,14.269755353937772,0.002,-40,0.583692054748535,0.0009292498290155579,15.767095593770105,14.768591314564425,16.687359350168425,10.837988644279472
106,14.496259551230866,14.269755353937772,0.002,-40,0.5836920547485352,0.0009299712604650811,15.863000201561741,14.792233068923546,16.69255297572753,10.637251958710642
107,14.332779341874897,14.269755353937772,0.002,-40,0.5836920547485354,0.0009295805757714984,15.651205605861897,14.426082585653921,16.548309857901394,10.705519318082374
108,14.427370540012626,14.269755353937772,0.002,-40,0.5836920547485352,0.0009296786533942732,15.80269245414147,14.755449847096745,16.613748170097473,10.537591688714818
109,14.40787913075816,14.269755353937772,0.002,-40,0.5836920547485354,0.0009295712501636707,15.878334921528621,14.589647803256204,16.50829934900513,10.655234449242677
110,14.424644986816968,14.269755353937772,0.002,-40,0.5836920547485354,0.0009297247711235312,15.728195657839056,14.835574711465286,16.521443591995684,10.613365985967844
111,14.355215555971192,14.269755353937772,0.002,-40,0.5836920547485351,0.0009296013758832432,15.84364774374199,14.52921391596228,16.518656111331815,10.529344452848681
112,14.443316651080806,14.269755353937772,0.002,-40,0.583692054748535,0.0009294036961105033,15.805177049778193,14.715841753724733,16.59460903881187,10.657638762008428
113,14.452160222220275,14.269755353937772,0.002,-40,0.5836920547485354,0.0009295328427872397,15.737754246782268,14.888618846732074,16.60261992186004,10.579647873506719
114,14.379853296851206,14.269755353937772,0.002,-40,0.5836920547485352,0.0009298859878430029,15.904046478089306,14.466088216276482,16.5153591912943,10.633919301744736
115,14.313950124741492,14.269755353937772,0.002,-40,0.5836920547485349,0.0009296602917733733,15.714490001659977,14.715786774263652,16.35271274620617,10.472810976836168
116,14.403410138762752,14.269755353937772,0.002,-40,0.5836920547485354,0.0009293275050389194,15.71484053160753,14.582205378905975,16.664148694573807,10.652445949963694
117,14.413552993150205,14.269755353937772,0.002,-40,0.5836920547485352,0.0009296806912668595,15.738445551694856,14.704305090861459,16.608308581019607,10.603152749024899
118,14.379755750929364,14.269755353937772,0.002,-40,0.5836920547485352,0.0009297645970386478,15.741398950862314,14.635822595353604,16.543149014352938,10.5986524431486
119,14.462891940181574,14.269755353937772,0.002,-40,0.583692054748535,0.0009299693710622111,15.940072795205687,14.486340345259404,16.643838779621106,10.7813158406401
120,14.471097520518974,14.269755353937772,0.002,-40,0.583692054748535,0.0009294531782847599,15.907893110447294,14.655695149038435,16.635379056385556,10.685422766204612
121,14.433832880107143,14.269755353937772,0.002,-40,0.5836920547485354,0.0009298384414123929,15.881148697434867,14.69933323940906,16.639484872715002,10.515364710869644
122,14.356131140093531,14.269755353937772,0.002,-40,0.5836920547485351,0.0009294081634682259,15.724803638079962,14.468629512585448,16.599415335532345,10.631676074176372
123,14.395432487568629,14.269755353937772,0.002,-40,0.583692054748535,0.0009297366909486275,15.675544467510564,14.651800364212615,16.544140411344117,10.710244707207217
124,14.426905123341257,14.269755353937772,0.002,-40,0.583692054748535,0.0009293751854933703,15.859038685131083,14.633468393960383,16.5714009039675,10.64371251030606
125,14.316531671490932,14.269755353937772,0.002,-40,0.5836920547485351,0.0009296601578736787,15.644715165813139,14.453792991419238,16.52922567692992,10.638392851801429
126,14.442883171729896,14.269755353937772,0.002,-40,0.5836920547485352,0.0009296165617358273,15.80106593623854,14.516266755962027,16.614514514948123,10.839685479770894
127,14.395236636972419,14.269755353937772,0.002,-40,0.5836920547485356,0.000929821835548228,15.679600196204408,14.725863172303878,16.464093143065686,10.711390036315699
128,14.433372911077196,14.269755353937772,0.002,-40,0.5836920547485356,0.0009293858206128496,15.717698979259895,14.754358041360696,16.564397714574444,10.697036909113745
129,14.41250940962545,14.269755353937772,0.002,-40,0.583692054748535,0.000929241672565195,15.79737625470449,14.645033038436994,16.59615703622513,10.611471309135183
130,14.418350485436179,14.269755353937772,0.002,-40,0.5836920547485354,0.000929777568303898,15.755514087081949,14.56700980704443,16.68235375526421,10.668524292354126
131,14.421286826535763,14.269755353937772,0.002,-40,0.5836920547485352,0.0009299857596567894,15.715141437859256,14.676734860029416,16.528769430819757,10.764501577434624
132,14.38963574495003,14.269755353937772,0.002,-40,0.5836920547485349,0.0009296887448988524,15.78324483646876,14.685488165510568,16.506627147488043,10.583182830332744
133,14.491890437837743,14.269755353937772,0.002,-40,0.5836920547485352,0.0009294567392745783,15.924485405962008,14.775042695052525,16.550632724042156,10.717400926294284
134,14.482331917167686,14.269755353937772,0.002,-40,0.583692054748535,0.0009294620064339903,15.765407676548215,14.856492891816966,16.637585299726858,10.669841800578704
135,14.352440220549436,14.269755353937772,0.002,-40,0.583692054748535,0.0009295659877620987,15.727193792436344,14.481126043811749,16.476059314458965,10.725381731490687
136,14.409819542540728,14.269755353937772,0.002,-40,0.5836920547485349,0.000929918495576478,15.657838101133565,14.789985048254671,16.636917536140615,10.554537484634062
137,14.429684908707745,14.269755353937772,0.002,-40,0.5836920547485348,0.0009294111538733473,15.887751774798584,14.590108639639153,16.604557999507083,10.636321220886161
138,14.41639716733852,14.269755353937772,0.002,-40,0.5836920547485345,0.0009293561645879465,15.743758133320007,14.671277544345614,16.586554361581335,10.663998630107121
139,14.45772356622485,14.269755353937772,0.002,-40,0.583692054748535,0.0009296084636349595,15.875700234348763,14.725943454127089,16.664712797684032,10.56453777873951
140,14.381760083555102,14.269755353937772,0.002,-40,0.5836920547485352,0.000929538823100721,15.731499703423642,14.525391330906944,16.629961362010512,10.640187937879311
141,14.453705398041135,14.269755353937772,0.002,-40,0.583692054748535,0.0009294437125391329,15.896746459433954,14.725204509736246,16.499280853980846,10.69358976901349
142,14.469252972381902,14.269755353937772,0.002,-40,0.5836920547485346,0.0009291705448820853,15.647883448895024,14.94615761724599,16.630897223617705,10.652073599768885
143,14.35340634277541,14.269755353937772,0.002,-40,0.5836920547485355,0.0009293802221044195,15.69098476146083,14.588025748447265,16.557290713550397,10.577324147643145
144,14.485210692544108,14.269755353937772,0.002,-40,0.5836920547485354,0.0009294709978801541,15.91554376992348,14.793790753939282,16.744037558696633,10.487470687617032
145,14.522249531220844,14.269755353937772,0.002,-40,0.583692054748535,0.0009294047824387785,15.873205353042321,14.842450994368125,16.60283470779302,10.770507069679907
146,14.399902674182254,14.269755353937772,0.002,-40,0.5836920547485349,0.000929752809381423,15.822613768166125,14.478590074386632,16.529536650579097,10.768870203597157
147,14.374064131318764,14.269755353937772,0.002,-40,0.5836920547485347,0.0009296857219190563,15.879699014352145,14.327120944985499,16.680792291149057,10.60864427478836
148,14.410462169137734,14.269755353937772,0.002,-40,0.5836920547485351,0.0009297130201374807,15.852503456160925,14.510794048122115,16.600217514472625,10.678333657795273
149,14.397462250836755,14.269755353937772,0.002,-40,0.5836920547485351,0.0009295747509491942,15.723295448367715,14.58232843308604,16.7245962302931,10.55962889160016
150,14.37596849116516,14.269755353937772,0.002,-40,0.583692054748535,0.0009295124986947646,15.69321562838675,14.480888210332513,16.679781407506,10.649988718435381
151,14.322372166526204,14.269755353937772,0.002,-40,0.5836920547485352,0.0009290902751419374,15.641715111317513,14.627778716533955,16.45792715619607,10.562067682057277
152,14.432753809993592,14.269755353937772,0.002,-40,0.5836920547485354,0.000929718526379938,15.780908403587325,14.669248066694763,16.666612710098097,10.614246059594183
153,14.394645873352838,14.269755353937772,0.002,-40,0.583692054748535,0.0009296551940471604,15.792767943929837,14.6144689323594,16.58657632041269,10.58477029670942
154,14.294566512733326,14.269755353937772,0.002,-40,0.5836920547485351,0.0009296461528731162,15.8015994800191,14.566255710051092,16.289110281082003,10.52130057978111
155,14.413263513271541,14.269755353937772,0.002,-40,0.5836920547485354,0.000929400843031527,15.896230140676337,14.498759654196778,16.580765572592213,10.677298685620842
156,14.357924108694457,14.269755353937772,0.002,-40,0.5836920547485352,0.0009296137378255827,15.785729283260492,14.493269825750277,16.50424358504021,10.648453740726842
157,14.404686854075472,14.269755353937772,0.002,-40,0.5836920547485351,0.0009295236481282654,15.912984157169024,14.633129095208268,16.42108094857034,10.651553215354257
158,14.46737779063422,14.269755353937772,0.002,-40,0.583692054748535,0.000929433021335592,15.835953828779553,14.75095276008495,16.637246040900767,10.645358532771612
159,14.43256433410376,14.269755353937772,0.002,-40,0.5836920547485354,0.0009295041143865177,15.942442131026862,14.507854901832143,16.64984188169271,10.630118421863328
160,14.447381549625035,14.269755353937772,0.002,-40,0.583692054748535,0.0009297607410612477,15.845464536527036,14.634944568620313,16.636802059706387,10.672315033646404
161,14.40854289121803,14.269755353937772,0.002,-40,0.5836920547485354,0.0009292041013487377,15.79096954929638,14.53081753723986,16.6764583452027,10.635926133133179
162,14.475432183517729,14.269755353937772,0.002,-40,0.5836920547485352,0.0009295976085047711,15.739270898342037,14.744507588114564,16.657653761327815,10.760296486286498
163,14.422363419401076,14.269755353937772,0.002,-40,0.5836920547485354,0.0009295602161819446,15.7901640188493,14.654744947759081,16.572081759942854,10.672462951053072
164,14.538277006357958,14.269755353937772,0.002,-40,0.5836920547485348,0.0009296182802414935,15.96731797754399,14.946565497536785,16.620813230093024,10.618411320258033
165,14.456234558113447,14.269755353937772,0.002,-40,0.5836920547485354,0.0009297316845516956,15.799739465471454,14.694393374202194,16.75215693975968,10.578648453020461
166,14.387117491245323,14.269755353937772,0.002,-40,0.5836920547485351,0.0009295289800196912,15.722029055988909,14.681636063234413,16.538857461864552,10.60594738389342
167,14.519194740195891,14.269755353937772,0.002,-40,0.5836920547485351,0.0009292814955668028,15.95321188633483,14.909967002064832,16.483915953263175,10.729684119120726
168,14.427647847173034,14.269755353937772,0.002,-40,0.583692054748535,0.0009299423223225818,15.822011330961242,14.568862790828636,16.683388601779725,10.636328665122534
169,14.433079258838413,14.269755353937772,0.002,-40,0.583692054748535,0.0009294157881335447,15.81001610262357,14.685470347888277,16.517903598290516,10.71892698655129
170,14.437642825311315,14.269755353937772,0.002,-40,0.5836920547485352,0.0009294739486162833,15.795697122854437,14.788225199093713,16.51265133501376,10.653997644283352
171,14.339751112116812,14.269755353937772,0.002,-40,0.583692054748535,0.0009300443597065052,15.843898540810427,14.263774325296199,16.55605451633372,10.695277066026907
172,14.44050734040944,14.269755353937772,0.002,-40,0.5836920547485352,0.0009298524508844317,15.70972541194592,14.68059717066469,16.752833379694714,10.618873399332436
173,14.398107899381671,14.269755353937772,0.002,-40,0.5836920547485354,0.0009298016009619173,15.668771780351051,14.636801078068068,16.66103065677533,10.625828082332237
174,14.351873157409816,14.269755353937772,0.002,-40,0.5836920547485352,0.0009294578963774489,15.709789986632849,14.442559574668618,16.646602572783557,10.60854049555424
175,14.427683068238046,14.269755353937772,0.002,-40,0.5836920547485352,0.0009296921704330567,15.786088258893098,14.604233596909397,16.730457263224988,10.589953153924693
176,14.406160324893452,14.269755353937772,0.002,-40,0.5836920547485351,0.0009292456388690723,15.825043419590262,14.763696857357836,16.509679036180742,10.526221986444968
177,14.438304120043693,14.269755353937772,0.002,-40,0.5836920547485354,0.0009294810902252408,15.845420571486267,14.679267986484701,16.49008921788321,10.738438704320592
178,14.325242055933895,14.269755353937772,0.002,-40,0.5836920547485352,0.0009296461701335787,15.803108444580644,14.309818682986476,16.538603424559028,10.64943767160943
179,14.35854464264062,14.269755353937772,0.002,-40,0.5836920547485354,0.0009297228018107655,15.775763697820274,14.593712432762945,16.473525592493804,10.591176847485457
180,14.460941627919263,14.269755353937772,0.002,-40,0.5836920547485355,0.000929383356373021,15.731321694341624,14.825619216816598,16.638713393568008,10.648112206950819
181,14.432586966165307,14.269755353937772,0.002,-40,0.5836920547485348,0.0009294976771494264,15.80942555716658,14.722616545827345,16.56884979408898,10.62945596757832
182,14.418361536586186,14.269755353937772,0.002,-40,0.583692054748535,0.0009295589384868646,15.92409979964648,14.559147016941179,16.654178896091214,10.536020433665868
